[30918] \Global\NIS\0xBA8BD853\0x89CC3129
[29870] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\Ming
[29871] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\Wei
[29876] \Global\NIS\0xE9131C88\Chase\CHASE_OUTRO\cop03
[29969] \Global\NIS\0xE9131C88\END_OF_MING
[29979] \Global\NIS\0xE9131C88\END_OF_MING\0x96AFA4F2
[29978] \Global\NIS\0xE9131C88\END_OF_MING\0xE4353678
[29976] \Global\NIS\0xE9131C88\END_OF_MING\0xE97610A1
[29980] \Global\NIS\0xE9131C88\END_OF_MING\Cigarette
[29972] \Global\NIS\0xE9131C88\END_OF_MING\Conroy
[29974] \Global\NIS\0xE9131C88\END_OF_MING\DirtyMing
[29973] \Global\NIS\0xE9131C88\END_OF_MING\Duke
[29977] \Global\NIS\0xE9131C88\END_OF_MING\Handgun
[29975] \Global\NIS\0xE9131C88\END_OF_MING\Teapot
[29970] \Global\NIS\0xE9131C88\END_OF_MING\Wei
[29971] \Global\NIS\0xE9131C88\END_OF_MING\Winston
[29931] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO
[29937] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Cel
[29934] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Conroy
[29938] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Cook
[29933] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Mrs_Chu
[29935] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Vincent
[29936] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Wei
[29932] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_INTRO\Winston
[29939] \Global\NIS\0xE9131C88\MINI_BUS\MINI_BUS_PICKUP
[29882] \Global\NIS\0xE9131C88\NIGHTMARE_POST_CHASE
[29883] \Global\NIS\0xE9131C88\NIGHTMARE_POST_CHASE\Wei
[29981] \Global\NIS\0xE9131C88\NIGHTMARE_POST_END_OF_MING
[29982] \Global\NIS\0xE9131C88\NIGHTMARE_POST_END_OF_MING\Wei
[30038] \Global\NIS\0xE9131C88\NIGHTMARE_POST_SWEATSHOP
[30039] \Global\NIS\0xE9131C88\NIGHTMARE_POST_SWEATSHOP\Wei
[30040] \Global\NIS\0xE9131C88\NIS_PENDREWS_BUGS_REST_SNEAK
[30041] \Global\NIS\0xE9131C88\NIS_PENDREWS_BUGS_REST_SNEAK\Conroy
[30042] \Global\NIS\0xE9131C88\NIS_PENDREWS_BUGS_REST_SNEAK\Winston
[29983] \Global\NIS\0xE9131C88\PENDREWS_BUGS\NIS_PENDREWS_BUGS_INTRO
[29985] \Global\NIS\0xE9131C88\PENDREWS_BUGS\NIS_PENDREWS_BUGS_INTRO\BagJacket
[29984] \Global\NIS\0xE9131C88\PENDREWS_BUGS\NIS_PENDREWS_BUGS_INTRO\NotPing
[29986] \Global\NIS\0xE9131C88\PENDREWS_BUGS\NIS_PENDREWS_BUGS_INTRO\Wei
[29813] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH
[29816] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\0x67385BAB
[29819] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\0xC5E3C352
[29818] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\0xC8A0E58B
[29817] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\0xCC61F83C
[29814] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\Jackie
[29815] \Global\NIS\0xE9131C88\RESTAURANT_ESTABLISH\Wei
[29888] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ARRIVAL
[29889] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ATTACK
[29893] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ATTACK\Crowbar
[29892] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ATTACK\THUG_03
[29890] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ATTACK\Thug_01
[29891] \Global\NIS\0xE9131C88\STICKUP\STICKUP_ATTACK\thug_02
[29894] \Global\NIS\0xE9131C88\STICKUP\STICKUP_CHASE
[29884] \Global\NIS\0xE9131C88\STICKUP\STICKUP_INTRO
[29886] \Global\NIS\0xE9131C88\STICKUP\STICKUP_INTRO\Jackie
[29887] \Global\NIS\0xE9131C88\STICKUP\STICKUP_INTRO\Van
[29885] \Global\NIS\0xE9131C88\STICKUP\STICKUP_INTRO\Wei
[29903] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO
[29905] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\BoxWatches
[29904] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\Jackie
[29909] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\Van
[29906] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\Watch
[29907] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\Watch_02
[29908] \Global\NIS\0xE9131C88\STICKUP\STICKUP_OUTRO\Wei
[29895] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL
[29902] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\0x04A79D4B
[29900] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\0x5180C786
[29901] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\0x5541DA31
[29898] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\BoxWatches
[29896] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\Jackie
[29899] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\Van
[29897] \Global\NIS\0xE9131C88\STICKUP\STICKUP_STEAL\Wei
[30014] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_2ND_FLOOR
[30015] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_2ND_FLOOR\Wei
[30007] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO
[30013] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Cel
[30009] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Conroy
[30011] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Duke
[30010] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Vincent
[30012] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Wei
[30008] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_INTRO\Winston
[30016] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID
[30019] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID\Gun
[30017] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID\SiuWah
[30018] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID\Wei
[30020] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02
[30021] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\0x1171B875
[30027] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\0x90279F9F
[30026] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\0x94E68228
[30023] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\Cop_01
[30024] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\Cop_02
[30025] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\Gun
[30022] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_MID_02\Wei
[30028] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO
[30032] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\0x1171B875
[30037] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\0x574427B9
[30034] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\0xD1954F47
[30035] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\0xE9D027E4
[30036] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\Bill
[30030] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\Conroy
[30033] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\Vincent
[30029] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\Wei
[30031] \Global\NIS\0xE9131C88\Sweatshop\SWEATSHOP_OUTRO\Winston
[29987] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO
[29991] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\0x22FD39A1
[29992] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\0x263C2416
[29990] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\0x7D157F5A
[29993] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\Purse
[29989] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\Tiffany
[29988] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_INTRO\Wei
[29994] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID
[29999] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID\Car
[29997] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID\Gun
[29996] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID\Pendrew
[29998] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID\THUG_00
[29995] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_MID\Wei
[30000] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO
[30006] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\0x82ADE2FA
[30005] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\Car
[30003] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\Gun
[30002] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\Pendrew
[30004] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\THUG_00
[30001] \Global\NIS\0xE9131C88\TIFFANYS_GUN\TIFFANYS_GUN_OUTRO\Wei
[29779] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR
[29781] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR\Jackie
[29780] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR\Wei
[29790] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK
[29792] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Thug00
[29793] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Thug01
[29794] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Thug02
[29795] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Thug03
[29796] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Thug04
[29791] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_DOOR_KICK\Wei
[29808] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_FIGHT
[29810] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_FIGHT\Conroy
[29812] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_FIGHT\Duke
[29811] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_FIGHT\Vincent
[29809] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_FIGHT\Wei
[29776] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_INTRO
[29777] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_INTRO\Jackie
[29778] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_INTRO\Wei
[29801] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID
[29805] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Conroy
[29807] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Glass
[29803] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Jackie
[29804] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Thug00
[29802] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Wei
[29806] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_MID\Winston
[29797] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_POST_TROUBLE
[29800] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_POST_TROUBLE\0xA3FAF266
[29799] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_POST_TROUBLE\Jackie
[29798] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_POST_TROUBLE\Wei
[29782] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE
[29787] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\0xA3FAF266
[29785] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\0xA7485402
[29786] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\0xC6F22ED6
[29784] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\Jackie
[29788] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\Thug02
[29789] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\Thug03
[29783] \Global\NIS\0xE9131C88\Undercover\UNDERCOVER_TROUBLE\Wei
[29831] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY
[29837] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\0x66634A5C
[29832] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\THUG_00
[29834] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\THUG_03
[29835] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\THUG_04
[29838] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\Vendor
[29833] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\thug_02
[29836] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_BULLY\thug_05
[29820] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO
[29824] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\0xC93F5A39
[29822] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Conroy
[29823] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Dogeyes
[29825] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Duke
[29826] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Jackie
[29827] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Thug00
[29828] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Thug01
[29821] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Vincent
[29829] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Wei
[29830] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_INTRO\Winston
[29839] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_OUTRO
[29842] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_OUTRO\Conroy
[29840] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_OUTRO\Jackie
[29841] \Global\NIS\0xE9131C88\VENDOR_EXTORTION\VENDOR_EXTORTION_OUTRO\Wei
[30916] \Global\NIS\Benchmark\BenchMark_Docks
[30914] \Global\NIS\Benchmark\BenchMark_NightMarket
[30913] \Global\NIS\Benchmark\BenchMark_NorthPoint
[30915] \Global\NIS\Benchmark\BenchMark_RivalBoss
[30912] \Global\NIS\Benchmark\BenchMark_Soho
[30917] \Global\NIS\Benchmark\BenchMark_TramStation
[30775] \Global\NIS\Cases\Teng_Case\TENG_CASE_01_POPSTAR
[30778] \Global\NIS\Cases\Teng_Case\TENG_CASE_01_POPSTAR\Clipboard
[30777] \Global\NIS\Cases\Teng_Case\TENG_CASE_01_POPSTAR\Teng
[30776] \Global\NIS\Cases\Teng_Case\TENG_CASE_01_POPSTAR\Wei
[30779] \Global\NIS\Cases\Teng_Case\TENG_CASE_02_HOTSHOT
[30782] \Global\NIS\Cases\Teng_Case\TENG_CASE_02_HOTSHOT\Clipboard
[30781] \Global\NIS\Cases\Teng_Case\TENG_CASE_02_HOTSHOT\Teng
[30780] \Global\NIS\Cases\Teng_Case\TENG_CASE_02_HOTSHOT\Wei
[30783] \Global\NIS\Cases\Teng_Case\TENG_CASE_04_SERIAL
[30785] \Global\NIS\Cases\Teng_Case\TENG_CASE_04_SERIAL\Teng
[30784] \Global\NIS\Cases\Teng_Case\TENG_CASE_04_SERIAL\Wei
[30786] \Global\NIS\Cases\Teng_Case\TENG_CASE_06_KIDNAPPER
[30789] \Global\NIS\Cases\Teng_Case\TENG_CASE_06_KIDNAPPER\Cellphone
[30788] \Global\NIS\Cases\Teng_Case\TENG_CASE_06_KIDNAPPER\Teng
[30787] \Global\NIS\Cases\Teng_Case\TENG_CASE_06_KIDNAPPER\Wei
[30969] \Global\NIS\DLC\0x1BC38544\0x2854C2CD
[30934] \Global\NIS\DLC\0x1BC38544\GHOST_BIG_TROUBLE_RESCUE
[30936] \Global\NIS\DLC\0x1BC38544\GHOST_BIG_TROUBLE_RESCUE\HAPPY_CAT
[30937] \Global\NIS\DLC\0x1BC38544\GHOST_BIG_TROUBLE_RESCUE\NOT_PING
[30935] \Global\NIS\DLC\0x1BC38544\GHOST_BIG_TROUBLE_RESCUE\Wei
[30964] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_CEMETARY
[30966] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_CEMETARY\NOT_PING
[30967] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_CEMETARY\NoodleBowl
[30965] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_CEMETARY\Wei
[30957] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE
[30961] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\0xE2E100C2
[30962] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\ClayPot
[30963] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\ClayPotLid
[30959] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\HAPPY_CAT
[30960] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\NOT_PING
[30958] \Global\NIS\DLC\0x1BC38544\GHOST_FINALE_TEMPLE\Wei
[30919] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO
[30924] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0x40027BC1
[30925] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0x44C36676
[30926] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0xCBAD23EF
[30932] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0xD12B6E5D
[30933] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0xD5EA73EA
[30930] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0xD8A95533
[30931] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\0xDC684884
[30921] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\HAPPY_CAT
[30927] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\Male01
[30928] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\Male02
[30929] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\Male03
[30922] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\NOT_PING
[30923] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\OldSaltyCrab
[30920] \Global\NIS\DLC\0x1BC38544\GHOST_INTRO\Wei
[30938] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS
[30940] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\HAPPY_CAT
[30941] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug00
[30942] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug01
[30943] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug02
[30944] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug03
[30945] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug04
[30946] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Thug05
[30939] \Global\NIS\DLC\0x1BC38544\GHOST_POSSESSED_SOLDIERS\Wei
[30947] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD
[30951] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD\0x19416841
[30952] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD\0x45E689DD
[30950] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD\0x6A4481ED
[30949] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD\HAPPY_CAT
[30948] \Global\NIS\DLC\0x1BC38544\GHOST_SUMMON_UNDEAD\Wei
[30953] \Global\NIS\DLC\0x1BC38544\GHOST_WEAKNESS_REVEALED
[30955] \Global\NIS\DLC\0x1BC38544\GHOST_WEAKNESS_REVEALED\0x45E689DD
[30956] \Global\NIS\DLC\0x1BC38544\GHOST_WEAKNESS_REVEALED\0xDAD0BF8A
[30954] \Global\NIS\DLC\0x1BC38544\GHOST_WEAKNESS_REVEALED\Wei
[30968] \Global\NIS\DLC\0x1BC38544\NINP_NM
[30984] \Global\NIS\DLC\0x20899EFF\TT_FINALE
[30987] \Global\NIS\DLC\0x20899EFF\TT_FINALE\Car
[30986] \Global\NIS\DLC\0x20899EFF\TT_FINALE\TANG
[30985] \Global\NIS\DLC\0x20899EFF\TT_FINALE\Wei
[30988] \Global\NIS\DLC\0x20899EFF\Temp\TT_FINALE
[31001] \Global\NIS\DLC\0xAA92B98D\0xFB825401
[30989] \Global\NIS\DLC\0xAA92B98D\CNY_0_TITLE
[30990] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO
[31000] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\0x1D9E2125
[30999] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\0x25D19C98
[30998] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\0x2C53A7F6
[30993] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Fem
[30994] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Police01
[30995] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Police02
[30996] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Police03
[30997] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Police04
[30992] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Teng
[30991] \Global\NIS\DLC\0xAA92B98D\CNY_1_INTRO\Wei
[31002] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION
[31005] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION\Cultist
[31007] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION\FoldingChair001
[31006] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION\Handcuffs
[31004] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION\Teng
[31003] \Global\NIS\DLC\0xAA92B98D\CNY_2_INTERROGATION\Wei
[31008] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE
[31018] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\0x1D9E2125
[31017] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\0x25D19C98
[31016] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\0x2C53A7F6
[31010] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\0x36423272
[31015] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Cultist
[31019] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Fem
[31012] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Police01
[31013] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Police02
[31014] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Police03
[31009] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Teng
[31011] \Global\NIS\DLC\0xAA92B98D\CNY_3_FINALE\Wei
[31020] \Global\NIS\DLC\0xAA92B98D\CNY_TRUNK_BOMB
[31023] \Global\NIS\DLC\0xAA92B98D\CNY_TRUNK_BOMB\BombPhone
[31022] \Global\NIS\DLC\0xAA92B98D\CNY_TRUNK_BOMB\Car
[31021] \Global\NIS\DLC\0xAA92B98D\CNY_TRUNK_BOMB\Wei
[31024] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE
[31035] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x1979CF81
[31034] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x2136723C
[31033] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x25F76F8B
[31032] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x28B44952
[31031] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x2C7554E5
[31030] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x323204E0
[31025] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x36423272
[31029] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x36F31957
[31028] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x3BB03F8E
[31027] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\0x3F712239
[31026] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE\Wei
[31052] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE_ESTABLISH
[31053] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_0_TITLE_ESTABLISH\0x3F712239
[31036] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO
[31048] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_ARGUE
[31049] \Global\NIS\DLC\0xAA92B98D\Temp\CNY_1_INTRO_ARGUE\0x81C37FE1
